제목,날짜,분류,본문
"[단독] 국회 사무처 “판문점선언 비준안, 요건 미달”",2018-11-07 22:45,정치,"국회 외교통일위원회가 정부의 판문점선언 비준동의안이 국회의 비준동의 대상 요건을 갖추지 못했다는 검토 의견을 냈다. 국회가 비준동의하기 위해 판단 근거로 삼아야 할 비용 추계를 정부가 내년도 1년치 자료로 갈음한 것은 문제가 있으며 비준동의를 얻으려면 세부내역을 내라는 것이다. 국회 외통위 소속 전문위원으로 하여금 6일 작성한 ‘한반도의 평화와 번영, 통일을 위한 판문점 선언 비준동의안 검토보고서’는 “정부가 제출한 비용 추계서는 2019년 1년에 한하는 비용추계만 있고, 사업별 세부 산출내역도 없어 사업 타당성 여부와 재정 추계의 적절성 분석에 한계가 있다”고 지적했다. 또 “활용 가능한 자료와 정보를 최대한 구체화해 국회에 비용추계서를 제출해야 한다”고 덧붙였다. 남북경협사업에 대해 정부가 구체적 비용 추계를 내지 못하면 판문점선언이 국회 비준동의 대상이 될 수 없다고 본 것이다. 국회 상임위 별 전문위원 검토보고서는 여야를 떠나 의원들이 법안 등 각종 의안을 심의·의결하기 전 적절성을 판단하기 위한 1차 자료로 활용된다.  국회 외통위는 또 검토보고서에서 남북 철도·도로 연결사업 예산 편성의 구체성과 타당성도 문제 삼았다. 앞서 정부는 비용 추계서에서 판문점선언 이행을 위한 내년도 예산으로 4712억 원을 잡았다. 이 중 남북 철도·도로 연결 및 현대화를 위한 무상 및 융자사업 예산은 각각 1864억 원과 1087억 원으로 전체 예산의 절반이 넘는다. 보고서는 “그동안 철도·도로 자재 등으로 북한에 9억3200만 달러의 차관을 제공했으나 회수 실적은 저조하다”고 지적했다. 또 국가재정법(제38조 2항)에 따라 남북교류협력 사업은 예비타당성 조사 대상에서 제외된다는 점을 지적하며 “사업 착공 이후 총 사업비 변경에 따른 재정부담 증가는 국민 부담으로 이어질 것”이라고 밝혔다. 최고야 기자 best@donga.com     "
"文대통령, ‘신남방·북방’ 전방위 외교…‘韓 번영의 축’ 구축",2018-11-07 17:39,정치,"올해 세 차례의 남북정상회담과 역사적 북미정상회담 개최를 성사시킨 문재인 대통령이 신(新)남방정책과 신북방정책의 고삐를 바짝 죄고 있다.일단은 2차 북미정상회담 개최를 위한 고위급회담이 먼저 열려야 하는 만큼 ‘평화의 축’은 조심스럽게 지켜보면서 ‘번영의 축’을 세우려는 것으로 풀이된다.먼저 문 대통령은 7일 청와대에서 권구훈 신임 북방경제협력위원회 위원장에게 위촉장을 수여했다. 북방경제협력위원회는 유라시아대륙, 동북아시아, 한반도를 연결하는 경제협력 방안을 모색하기 위해 설치된 대통령 직속 위원회로 전임이었던 송영길 더불어민주당 의원의 사임 석달 여 만에 수장을 찾게 된 만큼 북방외교에 탄력을 받을 전망이다.권 신임 위원장도 이날 위촉 직후 춘추관을 찾아 “한반도 평화를 바탕으로 한 새로운 경제지도, 새로운 공간과 기회의 확장이라는 비전 실현에 기여할 수 있도록 대통령에 대한 자문기능을 보다 충실히 수행할 수 있는 방안을 고민하겠다”는 소감을 밝혔다.또 문 대통령은 오는 13일부터 18일까지 아세안(ASEAN) 관련 정상회의와 아시아·태평양경제협력체(APEC) 정상회의 참석을 위해 싱가포르와 파푸아뉴기니를 방문한다. 아울러 청와대는 내년 한국에서 한-아세안 대화 관계 수립 30주년 특별 다자정상회의와 이를 계기로 라오스, 캄보디아, 미얀마, 베트남, 태국 등 메콩강 유역 국가와의 정상회담 개최를 추진 중이다. 이번 다자 정상회의는 미국의 중간선거 이후 미국과 중국, 일본 등 한반도 관련국 정상 또는 정상급이 참석한다는 점에서 눈길을 모으는 상황이다.문 대통령은 이 계기에 신남방정책의 이행을 가속하기 위한 차원에서 2019년 한-아세안 특별정상회의 개최를 아세안 측에 제안하고 이에 대한 최종적인 합의를 도출한다는 계획이다. 특히 문 대통령은 블라디미르 푸틴 러시아 대통령과 마이크 펜스 미국 부통령 등과 양자회담에도 나선다. 시진핑(習近平) 중국 국가주석과의 회담도 추진 중인 것으로 알려졌다. 남관표 청와대 국가안보실 2차장은 이와 관련 “이번 순방을 통해 한반도의 완전한 비핵화와 항구적 평화를 구축하기 위한 우리 정부의 정책과 주도적인 노력에 대한 국제사회의 이해를 높이고 지지 기반을 단단히 다져 나가고자 한다”고 설명했다.문 대통령의 신남방·북방정책이 ‘한반도 평화 구축’ 작업과 맥이 닿아있다는 해석이다. 실제 김현철 청와대 경제보좌관 겸 신남방정책특별위원회 위원장은 이날 브리핑을 통해 “한반도 비핵화와 항구적 평화체제 구축을 위한 아세안과의 공조를 강화했다”고 거듭 강조했다.      청와대는 또 별도 자료에서 “아세안 의장국인 싱가포르는 북미정상회담의 개최국으로서 성공적 회담 분위기 조성에 기여했고, 아세안 외교장관들은 별도 성명을 통해 북미정상회담 개최를 환영했다. 또 인도네시아 정부는 금년 자카르타 아시안게임시 남북대표단 공동입장 및 단일팀 구성을 지지하고, 개막식에 양국 고위대표단을 초청하는 등의 노력을 전개했다”고 소개했다.﻿(서울=뉴스1)   "
"남북, 결핵·말라리아 등 전염병 공동대응…올해 내 정보교환",2018-11-07 17:18,사회,"남북이 전염병 유입과 확산을 막기 위해 결핵과 말라리아 등 전염병에 공동 대응하고 올해 안에 관련 정보를 교환하기로 7일 합의했다.남북은 이날 오전 10시부터 오후 5시께까지 개성 남북공동연락사무소에서 ‘남북 보건의료 분과회담’을 열고 이 같은 내용의 공동보도문을 채택했다. 2007년 이후 11년 만에 남북간 보건의료 교류가 첫발을 내딛게 됐다.보도문에서 남북은 “전염병 유입과 확산 방지를 위해 쌍방 사이 정보 교환과 대응체계 구축 문제들을 협의하고 기술협력 등 필요한 대책들을 세워나가기로 했다”고 밝혔다. 구체적으로 남북은 “결핵과 말라리아를 비롯한 전염병들의 진단과 예방치료를 위해 서로 협력하며 이를 위해 제기되는 실무적 문제들은 문서교환 등을 통해 협의해 나가기로 했다”고 발표했다.남북공동연락사무소에서 협의를 정례화해 전염병 공동대응과 보건의료 분야 협력 사업을 효과적으로 이행한다.남측 수석대표인 권덕철 보건복지부 차관은 “올해 안에 전염병 정보교환 사업을 실시하는 것은 가시적으로 큰 의미가 있다”며 “결핵, 말라리아 등 시급한 전염병 공동대응 체계 구축하는 것은 교류 활성화 됐을 때 큰 밑거름이 될 것”이라고 말했다.북측 수석대표로 나온 박명수 보건성 국가위생검열원 원장도 “쌍방이 인간의 생명을 위협하는 각종 전염병으로부터 겨레의 생명과 건강을 지켜나가려는 서로의 의지를 확인한 소중한 첫 합의를 이룩했다”며 “나아가 북남 관계 발전과 평화 번영, 통일의 새 시대를 여는 데 보탬을 주게 될 것”이라고 말했다.전염병 외에도 남과 북은 “포괄적이며 중장기적인 방역 및 보건의료 협력 사업을 다양한 방법으로 적극 협의 추진해 나가기로 했다”고 했다.남측 정부는 “오늘 보건의료 분과회담에서 합의한 사항들을 충실하게 이행해 남북 공동선언이 차질 없이 이행될 수 있도록 계속 노력하겠다”고 했다.      ﻿【개성·서울=뉴시스】   "
한라산 백록담에 헬기장 있다?없다?…김정은 방문설에 관심,2018-11-07 14:41,정치,"“한라산에 헬기장이 없어서 걱정이 많다. 환경을 훼손하면서까지 헬기장을 만들면 논란이 있지 않겠느냐.”문재인 대통령은 지난 5일 여야 5당 원내대표와의 회의에서 김성태 자유한국당 원내대표가 “김정은 국무위원장을 한라산에 데려가실 것이냐”고 묻자 이같이 답했다.그럼 한라산 정상에는 정말 헬기장이 없을까? 대통령의 정확한 발언 취지는 알 수 없지만 한라산 백록담 부근에는 헬기장이 있다.이 헬기장은 1997년 설치됐으며 2014년쯤 보수 공사도 거쳤다. 크기는 가로 10m, 세로 15m 규모다.그러나 이 헬기장은 구조헬기가 주로 이용하고 있어 대통령과 김 위원장과 같은 유력인사들이 타게 될 VIP용 대형헬기의 이착륙이 가능한지는 별개 문제다.만약 김 위원장만을 위한 헬기장을 추가로 설치하거나 현재 헬기장을 확장하려면 한라산은 천연기념물이어서 문화재청의 허가를 받아야 한다. 이 경우 문 대통령의 말처럼 환경훼손 논란이 있을수 있다.다만 김 위원장 방문을 준비 중인 제주도는 현재 헬기장 수준으로도 대형헬기 이착륙에는 문제가 없는 것으로 보고 있다.산림청 소속 산불진화용 대형헬기도 해당 헬기장을 이용하고 있다.헬기장이 안되면 헬기의 잇점을 살려 백록담 분화구에서 바로 이착륙하는 것도 불가능한 것은 아니다.2016년 한라산 연대 등을 밝히기 위한 백록담 시추작업 당시 헬기가 분화구에 착륙한 사례가 있다. 물론 장비 이동 등 시추작업을 고려한 특수한 상황이긴 하다.남북 정상의 한라산 방문은 단순히 헬기 이착륙이 가능하냐의 문제만은 아니다. 경호와 안전문제가 뒤따를 수밖에 없다.현재 헬기장 위치에서 백록담까지 가려면 데크를 따라 약 900m 정도 걸어서 움직여야 한다.제주도의 한 관계자는 “자체적인 판단으로는 현 헬기장을 이용해도 문제가 없을 것으로 보이지만 실제 남북 정상 방문이 실현되고 정부와 협의 과정에서 달라질 수 있다”고 말했다.김 위원장의 한라산 방문설 이후 정치인들의 등반도 잇따르고 있다.원희룡 제주지사는 오는 10일 관계 공무원들과 함께 직접 백록담에 올라 현장을 살필 예정이다. 박원순 서울시장도 오는 17일 서울-제주균형발전위원회 회원들과 함께 한라산을 오를 계획이다.      문 대통령은 18대 대선에서 낙선한 뒤인 2013년 5월 김정숙 여사와 함께 백록담에 오른적이 있다. (제주=뉴스1)   "
원희룡 지사 “김정은 위원장 제주에 온다면 감귤 맛보게 하고 싶어”,2018-11-07 13:40,사회,"원희룡 제주지사는 “북한 김정은 국무위원장이 제주에 온다면 맛있는 제주산 감귤을 꼭 맛보게 하고 싶다”고 7일 밝혔다. 원 지사는 이날서귀포농업기술센터 일원에서 열린 ‘2018 제주국제감귤박람회’ 개막식에 참석, 환영사를 통해 “제주가 남북 교류협력의 새로운 단계를 여는데 앞장서겠다”며 이 같이 밝혔다. 그는 “올해는 한반도를 둘러싸고 평화의 기류가 흐르고 있다. 과거 남북의 평화 메신저로 활약한 제주 감귤을 빼놓을 수 없다”며 “제주는 1999년부터 12년 동안 북한에 제주감귤을 보내며‘비타민C’ 외교를 통해 남북 교류 협력의 물길을 열었다“고 회고했다.이어 “제주 경제의 버팀목이자 생명 산업을 이끌어온 제주감귤은 새로운 50년을 준비해야 한다”며 ”오래된 감귤나무와 과수원을 정비해 생산성을 높이고, 활용이 부족했던 풋귤은 8월의 과일로 시장서 자리를 잡고 있는 만큼 꼼꼼하게 개발하고 관리해 전 세계 속 명품과일로 발전시켜 나가자“고 당부했다.  이날 개막식에는 2018 제주국제감귤박람회 홍보대사 서현을 비롯 장바오치 주제주 중화인민공화국총영사관 부총영사, 기타 리츠오 주제주 일본국총영사관 총영사, 정선태 도농업인단체협의회 회장 등 도민, 관람객 1000명이 참석했다. 개막식은 감귤로 퍼져나가는 한반도의 미래 평화 컨셉을 선보이며, 감귤의 삶 영상, 개회사, 축사 및 축하영상, 홍보대사 인사, 감귤 풍선 날리기 퍼포먼스, 감귤 드론 퍼포먼스, 축하 공연 순으로 진행됐다.﻿【제주=뉴시스】       "
[하태원 기자의 우아한]임실장의 선글라스에 비친 한반도,2018-11-07 13:17,정치,"사실 임 실장은 그동안 제가 접했던 비서실장과는 사뭇 다른 스타일입니다. 대개 60~70대 원로들이 맡아왔던 자리인데 반해 1966년생인 임 실장은 올해 52세로 ‘젊은’ 실장입니다. 평창올림픽을 위해 김영남 북한 최고인민회의 상임위원장이 청와대를 찾았을 때 동행했던 김여정을 융숭하게 대접하고 별도의 만찬을 베푼 것 역시 임 실장이었습니다. 많은 사람들 앞에 선글라스를 끼고 나서는 것은 여전히 부담스럽습니다. 선글라스에 대한 우리 세대의 ‘편견’을 반영한 것이라는 생각도 듭니다. 필자에겐 여전히 선글라스가 멋을 내기 위한 소품입니다. 정치학도 이자 정치부 기자로 잔뼈가 굵은 필자에게 선글라스 하면 먼저 떠오르는 이미지는 박정희 전 대통령입니다. 1961년 5월 16일 서울시청 앞 광장에 등장한 박정희 소장의 선글라스는 가장 압도적인 기억으로 남습니다. 선글라스가 참 잘 어울린다는 느낌을 준 사람은 더글라스 맥아더 전 유엔군 사령관입니다. 인천상륙작전의 영웅이 코코넛 파이프를 문 모습을 취재하기 위해 워싱턴 특파원 시절 버지니아 주 노퍽에 있는 기념관을 취재했던 추억이 새록새록 합니다.   좀 엉뚱한 장면이긴 하지만 2007년 아프가니스탄 탈레반 무장세력에 납치됐던 한국인 인질 석방에 참여했던 국가정보원 요원이 낀 선글라스 역시 잊을 수 없습니다. 신원을 드러내고 싶지 않으면 언론 카메라 앞에 서지 말았어야 했는데 굳이 선글라스를 낀 채 노출을 자처했던 그 모습입니다.    굳이 옛날 기억까지 끄집어 낸 것은 요즘 정치권에서 가장 뜨거운 논쟁인 임종석 실장의 선글라스 이야기를 하고 싶어서입니다. 6일 국회 운영위원회의 대통령 비서실 국정감사에서도 이 문제가 집중적으로 거론됐습니다. 선글라스 쓴 게 뭐 그리 대단하냐고요? 아주 간단히 말하자면 임실장이 유력한 차기 대통령 선거의 후보군에 속하는 인물이기 때문에 문제가 된 겁니다. 야당들은 “대통령이 해외순방 간 사이에 비서실장이 폼 잡았다”며 강력히 비판했습니다. 노무현 대통령 비서실장을 지낸 문재인 대통령의 책 ‘운명’에 나온 “비서실장이 되면 대통령 부재 중에 청와대를 지키는 역할을 해야 한다. 따라나서기는커녕 비상근무를 하느라 더 고달팠다”는 대목도 인용됐습니다. (문재인의 운명 335페이지) 1995년 기자생활을 시작한 필자도 정치부 기사로 활동할 당시 많은 비서실장들과 이야기해볼 기회가 있었습니다. 대통령을 가장 지근거리에서 보좌하는 최측근 참모이니 기자들에게는 너무도 중요한 취재원이지요. 하지만 거의 대부분의 비서실장들은 “비서실장은 입이 없다”는 반응을 보였습니다. 실제로 비서실장은 외부로 드러나는 대외활동을 하지 않는 것이 불문율이라고 볼 수 있습니다. 하지만 임 실장은 다릅니다. 페이스북 등 SNS에서도 거침없는 대외 메시지를 발신하고 있으며 특히 남북관계에서는 대통령보다 더 적극적으로 나서고 있는 모양새입니다. 판문점에서 열린 4.27 정상회담 서훈 국정원장과 함께 ‘유이한’ 배석자 였습니다. 김정은 위원장의 여동생인 김여정의 카운터 파트를 자임하며 4월 정상회담 당시 친근하게 말을 걸고, 김여정을 띄워주는 발언을 하는 것 역시 카메라에 고스란히 담기기도 했습니다. 박원순 서울시장은 임 실장이 김여정 팬클럽 회장이라는 취지로 말하기도 했습니다.    ‘우아한’이 임 실장의 사뭇 다른 행보에 주목하는 이유는 그의 ‘일거수 일투족’이 남북화해협력에 미칠 영향이 지대하기 때문입니다. 문재인 대통령의 9월 평양방문 당시 동대문에 차려진 프레스센터에서 시시각각 벌어지는 중요한 진전 상황의 브리핑을 도맡아 한 사람이 임 실장 이었습니다. 임 실장이 갖고 있는 타이틀 역시 남북공동선언 이행추진위원회 위원장입니다. 미국의 대북정책특별대표가 방한했을 때 대통령 안보실장을 제치고 제일 먼저 만나고 싶어 했던 사람 역시 임 실장이었습니다. 대북정책과 남북화해협력에 있어서 임 실장은 ‘포인트 맨’이라고 할 수 있습니다. 국내에서도 그렇고 전 세계가 바라보는 모습도 마찬가지입니다. 임 실장의 실패가 대북정책의 실패가 되어서는 안 되기 때문에 임 실장이 더욱 자중자애 해야 할 것 같습니다. 한반도 평화정착을 위한 기회가 기적적으로 찾아온 것이고, 이 기회를 결코 헛되이 해서는 안 된다고 강조하는 문재인 정권이기에 더욱 그렇습니다. 비서실장은 국민에 의해 선출된 권력이 아닙니다. 자기의 목소리를 크게 내는 비서실장은 그 자리가 지켜야 할 기본 덕목을 망각하는 것입니다. 자신의 목소리로 세상을 바꾸고 싶다면 청와대를 떠난 뒤 자신의 책임 하에 하면 됩니다. 그때가 되면 그 누구도 정치인 임종석이 자기정치를 한다고 수군거리지 않을 겁니다.  하태원 기자 triplets@donga.com        "
‘文대통령 추천’ 북방위원장 “한반도 평화 경제지도에 기여”,2018-11-07 12:55,정치,"권구훈 대통령 직속 북방경제협력위원회 위원장은 7일 “한반도 평화를 바탕으로 한 새로운 경제지도, 새로운 공간과 기회의 확장이라는 비전 실현에 기여할 수 있도록 대통령에 대한 자문기능을 보다 충실히 수행할 수 있는 방안을 고민하겠다”고 말했다.지난 4일 신임 위원장으로 위촉된 권 위원장은 이날(7일) 청와대에서 문재인 대통령으로부터 정식으로 위촉장을 수여받은 후, 춘추관에서 기자들과 인사자리를 갖고 이같이 위촉 소감을 밝혔다.권 위원장은 북방경협과 관련 “이제는 그동안 구축돼 온 북방정책 추진체계와 국제협력 네트워크를 충분히 활용해 보다 구체적이고 실질적인 성과를 거둬야 하는 내실화 단계로 들어가고 있다고 생각한다”며 “저의 IMF(국제통화기금)와 골든만삭스에서의 경험이 북방정책 내실화에 충분히 녹아들어갈 수 있도록 노력하겠다”고 말했다.그는 “아직은 업무내용에 대해 보고받고 파악하는 중이기 때문에 보다 구체적인 방향이나 방안이 정해지면 여러분(언론)에게 설명하는 기회를 갖겠다”며 “문재인 정부의 새로운 북방정책 의미와 기대효과가 국민들에게 잘 전달돼 추진동력을 얻기 위해서는 지금까지와 마찬가지로 언론의 도움이 아주 많이 필요하다”고 강조했다.특히 김의겸 청와대 대변인은 권 위원장을 신임 북방경협 위원장으로 발탁하게 된 배경에 대해 “문 대통령께서 직접 추천해 발탁된 것”이라고 소개했다.김 대변인은 “대통령과 개인적 인연이 있는 것은 아니고 대통령께서 TV에서 (프로그램) ‘명견만리’를 보시고 권 위원장 강연에 감명을 받아 기억하고 계시다가 인사수석실에 북방경협 위원장으로 추천했고 검증을 거쳐 이 자리에 서게 된 것”이라고 했다.권 위원장은 위원장직과 골드만삭스 아시아 담당 선임 이코노미스트직을 겸직하는 것과 관련한 지적에는 “대통령과 면담했을 때도 말씀드렸는데, 지금은 북한과 (경협을) 못하고 있고, 안하고 있어서, (이해관계가) 상충이 안된다”며 “만약 남북관계가 비핵화·한반도 평화프로세스로 좋아지게 돼 위원회가 엄청나게 바빠져 이해 상충 문제를 현재 문제로 제기할 정도가 되면 저도 생각을 해야할 것”이라고 말했다.권 위원장은 또 ‘대북제재가 유지되는 상황에서 현실적으로 할 수 있는 대북경협이 많지 않을 것 같다’는 데에는 “우리는 북한과 좋아지거나 여러 제재가 풀리게 되면, 그것도 북한과 하는 게 아니라 북한과 관련있을 수 있는 북방 경제국가들과의 협력에 관한 정책을 조율하는 것”이라고 말했다.      그는 거듭 “(우리 위원회는) 어떤 좋은 정책이 있고 선택해야 하는지 (정부에) 자문하는 것이고 실제 집행을 어떻게 할지는 기획재정부, 산업통상자원부 등 행정부에서 해야 한다”며 “그 구별을 확실히 해주시면 지금 위원회가 할 수 있는 게 있다고 볼 수 있을 듯하다”고 덧붙였다. (서울=뉴스1)   "
리종혁·김성혜 北고위급 대표단 ‘2월 데자뷰’…특사 역할?,2018-11-07 11:36,정치,"북한 리종혁 조선아시아태평양 평화위원회 부위원장을 비롯한 고위급 인사의 방남이 추진되며 이들이 ‘사실상 특사’의 역할을 할 것이라는 관측이 7일 제기된다. 리종혁을 비롯한 북측 방남단은 오는 경기도 주최로 오는 14일부터 17일까지 진행되는 ‘아시아·태평양 평화번영을 위한 국제대회’에 참석이 예상된다. 이번 국제대회를 주최하는 경기도와 사단법인 아태평화교류협회는 통일부에 이들의 방남 승인을 신청한 상태다.리종혁과 동행할 인사는 김성혜 통일전선부 통일전선책략실장이다. 김성혜는 올 들어 미국과의 비핵화 협상 및 북미 정상회담의 핵심 실무자로서 역할한 것이 수차례 포착된 인사다.태평양전쟁 당시 일본의 강제동원 진상규명을 촉구하고 아태 지역의 평화 교류를 논의하기 위해 열리는, 민간 차원의 학술대회 성격인 이번 국제대회에 참석하기에는 존재감이 큰 당국자인 셈이다. 리종혁 역시 최근 프란치스코 교황의 방북과 관련해 최근 이름이 오르내렸던 인사다. 우리의 국회의원 격인 최고인민회의 대의원과 조국통일연구원의 원장을 겸하고 있는 리종혁은 1980년대 말 김일성 주석에게 종교 정책의 변화를 직접 건의한 인물로 지목된다.이후 바티칸과의 소통 채널을 담당하며 북한에서 조선가톨릭협회를 결성한 주역이기도 하다. 프란치스코 교황의 방북 협상을 담당할 것이라는 관측이 나오는 이유다.북미 정상회담, 남북 정상회담, 교황 방북 등 시기가 확정되지 않은 굵직한 사안과 연관이 있는 인사들이 남측을 찾는 것은 단순한 우연의 일치로 보긴 어렵다는 분석이다.일각에서는 지난 2월 평창 동계올림픽 때 전격 방남한 북한 최고위급 대표단의 전례를 들어 이들이 우리 측 당국과 의미 있는 접촉을 할 것이라고 예측한다.당시 북한 행정상 국가수반인 김영남 최고인민회의 상임위원장과 김정은 국무위원장의 동생 김여정 노동당 제1부부장이 방남한 것과 ‘급’은 다르지만 유사점이 많다는 점이다.리종혁의 경우 남북의 정상이 약속한 교황의 방북에 깊이 관여했을 것으로 추정되는 점, 김성혜는 최근 들어 ‘김여정 측근’으로 분류되는 무게감 있는 인사들이라는 점에서 김영남-김여정을 앞세웠던 지난 2월의 방남단과 유사한 면이 있다는 평가다. 이들이 나흘의 방남 기간 동안 당면 현안을 다룰 수 있다는 관측은 일리가 있어 보인다.다만 통일부는 이날 “정부 차원의 만남을 계획하고 있지 않다”라는 입장을 밝혔다. 하지만 이는 정부가 북측 방남단을 ‘안 만나겠다’라는 입장을 밝혔다기보다는 북측 인사들이 방남 후 보일 행보에 맞춰 대응하겠다는 차원의 입장을 밝힌 것으로 해석된다. 지난 2월 방남한 김여정 제1부부장 역시 서울 도착 후 문재인 대통령을 만난 후에야 자신이 김 위원장의 특사 자격으로 방남 했음을 밝힌 바 있다. 리종혁을 비롯한 이번 고위급 방남단 역시 김 위원장의 ‘특사’ 수준까진 아니지만 당국 간 대화를 위한 의미 있는 메시지를 들고 올 가능성이 높다. 바티칸에서 공식 인정하고 있는 평양대교구장을 서울대교구장이 겸하고 있는 만큼 프란치스코 교황이 요청한 방북 초청장 전달 등 교황 방북과 관련한 협의를 추진할 수도 있다. 김성혜를 통해서는 북미 협상과 관련한 진척 사항을 파악할 수 있기 때문에 비공식 루트를 통한 접촉이 이뤄질 가능성을 배제할 수 없다. 조국평화통일위원회, 통일전선부 등 ‘대남 사업’ 파트에서 핵심 실무자로 자리 잡은 김성혜는 이번 방남을 계기로 김 위원장의 서울 답방과 관련한 협의를 할 수도 있다.(서울=뉴스1)         "
"靑 “북한산 송이버섯, 방사성 유해검사 결과 실시…이상無”",2018-11-07 11:28,정치,"지난 9월 미상봉 이산가족에게 제공된 북한산 송이버섯 2톤이 방사능검사 등을 받지 않고 배포됐다는 지적이 제기된 가운데 청와대는 자체 음식 재료를 구입할 때와 동일한 방사성 유해검사를 실시, 결과에 이상이 없었다고 밝혔다.청와대는 7일 보도자료를 통해 “지난 9월 문재인 대통령의 ‘2018 남북정상회담평양’ 방문시 북한으로부터 받은 송이버섯 선물은 식약처 검사대상은 아니었으나, 청와대가 자체 음식재료를 구입할 때와 동일한 방사성 유해검사를 실시했다”고 밝혔다.그러면서 “검사결과 송이버섯의 방사능 수치는 0.034μsv로서 자연 상태의 일반적 수치에 해당한다”고 전했다. 국제원자력기구에서 정한 연간 방사능 허용치는 1000μsv를 기준으로 삼고 있다. 또 청와대는 “송이버섯을 인수했던 서울공항에서 식물검역(농림축산검역본부)도 받았음을 알려드린다”고 덧붙였다. 앞서 국회 보건복지위원회 소속 김승희 자유한국당 의원은 식약처 자료를 인용 “정부가 이산가족들에게 가는 송이버섯 2톤에 대해 검식 업무를 하지 않았다”고 주장했다. 김 의원이 공개한 식약처 자료에 따르면 문재인 정부 출범 이후 지난달까지 총 11번의 식품 감식이 이뤄졌다.(서울=뉴스1)       "
김성태 “임종석 ‘국정2인자’로 규정해도 큰 무리 없어”,2018-11-07 11:21,정치,김성태 자유한국당 원내대표는 7일 “임종석 청와대 비서실장을 국정 2인자로 규정해도 큰 무리는 없다”고 말했다.김 원내대표는 이날 MBC라디오 ‘심인보의 시선집중’에 출연해 “대통령 해외순방 기간 중 전방부대 시찰을 위해 국방부 장·차관과 국정원장까지 대동하고 갈 수 있는 사람이라면 대통령 다음의 국가권력이라도 해도 과언이 아니다”라고 밝혔다.그는 또 “비건 미국 국무부 특별보좌관도 한국을 방문하면 강경화 외교부 장관이나 조명균 통일부 장관을 통해 협의할 수 있지만 임 실장을 만난다. 또 아랍에미리트연합 칼둔 청장도 한국을 방문하면 임 실장을 만난다”며 “국제사회에서는 이미 대한민국의 실질적인 2인자로 기정사실화 되어 있다”고 했다.그러면서 “대통령 유럽 순방 기간 동안 비서실장이 대한민국 전체 안보와 경제상황에 대해 중심이 될 수 밖에 없다”며 “남북군사합의이행위원장으로 전방을 찾았다고 하나 청와대를 비운 것은 지적의 대상이 된다”고 말했다. 김 원내대표는 또 장하성 청와대 정책실장 후임으로 김수현 청와대 사회수석이 거론되고 있는 것에 대해 “김수현 수석 역시 장하성 실장 파트너”라며 “장 실장이 실패로 물러나야 하는 마당이면 경제 기조를 바꾼다는 차원에서 새로운 국민적 인식이 필요한 사람을 앉혀야 한다”고 강조했다.아울러 선거연령 18세 인하 문제에 대해서는 “선거연령 인하가 지금 시점에서 필요하다면 반대할 이유가 없다”며 “개인적으로도 국회 차원에서 논의의 장마저 거둔다는 것은 맞지 않다고 생각한다”고 말했다.    또 전원책 조강특위 위원이 전당대회 연기론을 주장한 것에 대해선 “비대위에서 모든 사항이 결정된다”며 “전 위원은 상당히 개성있는 보수논객이다. 개인의 소신”이라고 선을 그었다.(서울=뉴스1)    
